id,treat.hs,treat.para,rear.temp.avg,rear.temp.var,test.temp,test.time,chamber,date.hatch,date.died,date.coll,coll.loc,date.ovp,time.ovp,num.ovp,date.3,time.3,mass.3,date.in.test,time.in.test,mass.in.test,date.out.test,time.out.test,mass.out.test,date.4,mass.4,date.5,mass.5,inst.6,date.6,mass.6,inst.7,date.7,mass.7,date.wand,mass.wand,mongo,date.died.mongo,date5.2wks,mass5.2wks,date5.3wks,mass5.3wks,date.p6.wk1,mass.p6.wk1,date.p6.wk2,mass.p6.wk2,date.p6.wk3,mass.p6.wk3,date.cull,mass.cull,date.p7.wk1,mass.p7.wk1,date.em,mass.48em,num.em,num.coc,num.fail.spin,num.unem,load,date.ecl,num.ecl,live.fem,live.male,para.pup,para.ecl,in.florence,notes,diss.notes
342,shock,np,25,10,42,8/25/18,marvin,8/18/18,,8/14/18,rm,8/24/18,9:28,1,8/24/18,9:19,20.81,8/24/18,12:15,20.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,shock,np,25,10,43,,r2d2,8/17/18,,8/14/18,rm,,,,8/24/18,9:21,34.56,8/24/18,12:15,39.41,8/25/18,12:15,84.3,8/29/18,254.68,9/2/18,1104.32,,,,,,,9/7/18,7042.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,shock,p,25,10,43,,r2d2,8/17/18,8/29/18,8/14/18,rm,8/24/18,9:35,1,8/24/18,9:22,25.27,8/24/18,12:15,25.1,8/25/18,12:15,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,removed head capsule after molt to 3rd--mouth part may be malformed,
345,control,p,25,10,35,,wigglesworth,8/17/18,8/27/18,8/14/18,rm,8/24/18,11:05,1,8/24/18,10:33,29.92,8/24/18,13:14,33.19,8/25/18,13:15,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,control,p,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,8/24/18,11:07,1,8/24/18,10:33,34.49,8/24/18,13:14,39.1,8/25/18,13:15,144.49,8/27/18,140.09,9/1/18,607.86,,,,,,,,,,,,,,,,,,,,,,,,,9/8/18,1001.13,,45,17,,,9/18/18,,,,,,1,"wasp in florence,  not caterpillar",
347,shock,p,25,10,43,,r2d2,8/17/18,8/26/18,8/14/18,rm,8/24/18,11:08,1,8/24/18,10:35,25.25,8/24/18,13:14,29.24,8/25/18,13:15,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,shock,p,25,10,43,,r2d2,8/18/18,,8/14/18,rm,8/24/18,11:09,1,8/24/18,10:36,38.2,8/24/18,13:14,41.65,8/25/18,13:15,72.93,8/29/18,288.81,9/2/18,1360.24,,,,,,,9/7/18,8151.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,female,
349,shock,p,25,10,42,,marvin,8/18/18,,8/14/18,rm,8/24/18,11:11,1,8/24/18,10:37,30.07,8/24/18,13:14,32.36,8/25/18,13:15,60.1,8/30/18,118.34,9/5/18,358.24,1,9/18/18,772.94,1,10/1/18,1678.02,,,,,,,,,9/25/18,1285.34,,,,,10/8/18,1363.65,,,,,,,,,,,,,,,,1,,
350,shock,np,25,10,42,,marvin,8/18/18,,8/14/18,rm,,,,8/24/18,10:38,30.16,8/24/18,13:14,30.83,8/25/18,13:15,69.05,8/29/18,141.16,9/4/18,834.03,,,,,,,9/10/18,6296.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,shock,np,25,10,42,,marvin,8/18/18,,8/14/18,rm,,,,8/24/18,10:40,24.85,8/24/18,13:14,27.67,8/25/18,13:15,67.29,8/31/18,242.57,9/4/18,810.59,,,,,,,9/9/18,5824.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horn bled at 3rd,
352,control,p,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,8/24/18,11:12,1,8/24/18,10:42,34.39,8/24/18,13:14,40.44,8/25/18,13:15,84.3,8/29/18,162.48,9/2/18,487.03,,,,,,,,,,,,,,,,,,,,,,,,,9/7/18,1251.36,,50,4,,,9/18/18,,,,,,1,"wasp in florence, not caterpillar",
353,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,10:43,40.67,8/24/18,13:14,45.72,8/25/18,13:15,176.78,8/27/18,253.95,8/31/18,1197.25,,,,,,,9/5/18,5853.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,shock,p,25,10,40,,wallace,8/18/18,,8/14/18,rm,8/24/18,11:13,1,8/24/18,10:44,39.35,8/24/18,13:14,40.16,8/25/18,13:15,73.85,8/29/18,213.88,9/2/18,791.3,1,9/7/18,3223.32,,,,,,,,,,,,9/18/18,18667.42,9/25/18,21728.17,10/2/18,18011.68,10/2/18,18011.68,,,,,,,,,,,,,,,,1,,
355,shock,np,25,10,40,,wallace,8/18/18,,8/14/18,rm,,,,8/24/18,10:45,30.23,8/24/18,13:14,33.14,8/25/18,13:15,72.59,8/29/18,120.75,9/5/18,857.68,,,,,,,9/10/18,7081.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,shock,p,25,10,42,,marvin,8/18/18,9/11/18,8/14/18,rm,8/24/18,11:14,1,8/24/18,10:46,25.2,8/24/18,13:14,27.45,8/25/18,13:15,51.78,8/30/18,83.85,9/5/18,173.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/24/18,10:47,35.03,8/24/18,13:14,37.71,8/25/18,13:15,86.26,8/29/18,260.29,9/2/18,1021.81,,,,,,,9/8/18,6857.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,shock,p,25,10,43,,r2d2,8/17/18,8/25/18,8/14/18,rm,8/24/18,11:15,1,8/24/18,10:51,20.13,8/24/18,13:14,18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,shock,np,25,10,43,,r2d2,8/17/18,,8/14/18,rm,,,,8/24/18,10:52,31.12,8/24/18,13:14,33.28,8/25/18,13:15,53.51,8/30/18,211.07,9/4/18,925.88,,,,,,,9/9/18,6406.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,shock,p,25,10,42,,marvin,8/18/18,9/7/18,8/14/18,rm,8/24/18,11:16,1,8/24/18,10:53,25.56,8/24/18,13:14,26.48,8/25/18,13:15,35.91,8/31/18,130.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,shock,np,25,10,42,,marvin,8/17/18,9/9/18,8/14/18,rm,,,,8/24/18,10:55,26.42,8/24/18,13:14,29.28,8/25/18,13:15,41.28,9/1/18,88.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,shock,p,25,10,40,,wallace,8/16/18,,8/14/18,rm,8/24/18,11:17,1,8/24/18,10:56,34.95,8/24/18,13:14,35.89,8/25/18,13:15,58.46,8/30/18,191.89,9/3/18,508.83,,9/12/18,1342.05,1,10/1/18,2175.64,,,,,,,,,9/19/18,1335.6,9/26/18,2889.2,,,10/8/18,2527.96,,,,,,,,,,,,,,,,,,
363,control,np,25,10,35,,wigglesworth,8/16/18,,8/14/18,rm,,,,8/24/18,13:39,26.91,8/24/18,16:33,30.11,8/25/18,16:25,106.68,8/27/18,82.64,9/2/18,260.74,1,9/8/18,852.38,,,,9/18/18,4073.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
364,control,p,25,10,35,,wigglesworth,8/16/18,9/7/18,8/14/18,rm,8/24/18,14:18,1,8/24/18,13:40,25.78,8/24/18,16:33,27.66,8/25/18,16:25,86.13,8/28/18,129.2,9/2/18,354.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,shock,np,25,10,40,,wallace,8/16/18,,8/14/18,rm,,,,8/24/18,13:41,26.74,8/24/18,16:33,27.98,8/25/18,16:25,80.07,8/29/18,147.46,9/3/18,992.78,,,,,,,9/9/18,7560.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,shock,p,25,10,40,,wallace,8/16/18,9/7/18,8/14/18,rm,8/24/18,14:22,1,8/24/18,13:42,25.55,8/24/18,16:33,27.89,8/25/18,16:25,70.3,8/30/18,96.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,shock,np,25,10,42,,marvin,8/18/18,9/4/18,8/14/18,rm,,,,8/24/18,13:44,22.01,8/24/18,16:33,23.72,8/25/18,16.25,48.03,8/29/18,53.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,shock,p,25,10,42,,marvin,8/18/18,9/6/18,8/14/18,rm,8/24/18,14:26,1,8/24/18,13:45,36.83,8/24/18,16:33,39.3,8/25/18,16:25,59.66,8/31/18,170.96,9/5/18,492.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,found with anal prolaps on 9/6/18. Culled,
369,shock,np,25,10,43,,r2d2,8/18/18,8/28/18,8/14/18,rm,,,,8/24/18,13:45,29.96,8/24/18,16:33,33.98,8/25/18,16:25,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,shock,p,25,10,43,,r2d2,8/18/18,,8/14/18,rm,8/24/18,14:28,1,8/24/18,13:46,32.29,8/24/18,16:33,35.68,8/25/18,16:25,45.55,8/31/18,217.25,9/3/18,414.97,1,9/9/18,1916.77,,,,,,,,,,,,9/18/18,12547.1,9/25/18,14481.83,10/2/18,13014.87,10/2/18,13014.87,,,,,,,,,,,,,,,,1,,
371,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,13:47,36.69,8/24/18,16:33,42.01,8/25/18,16:25,100.26,8/29/18,117.67,9/3/18,371.68,1,9/9/18,1537.75,,,,9/18/18,5875.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
372,control,p,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,8/24/18,14:17,1,8/24/18,13:48,41.07,8/24/18,16:33,44.77,8/25/18,16:25,163.55,8/27/18,178.44,9/1/18,1026.08,,,,,,,9/6/18,6783.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,male,
373,shock,np,25,10,40,,wallace,8/18/18,9/11/18,8/14/18,rm,,,,8/24/18,13:50,33.55,8/24/18,16:33,38.8,8/25/18,16:25,116.12,8/28/18,138.14,9/2/18,761.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,shock,p,25,10,40,,wallace,8/17/18,,8/14/18,rm,8/24/18,14:21,1,8/24/18,13:54,23.74,8/24/18,16:33,26.08,8/25/18,16:25,64.88,8/30/18,111.08,9/4/18,311.1,1,9/18/18,789.07,1,10/2/18,2562.73,,,,,,,,,9/25/18,1911.55,,,,,10/8/18,2245.92,,,,,,,,,,,,,,,,1,,
375,shock,np,25,10,42,,marvin,8/17/18,8/25/18,8/14/18,rm,,,,8/24/18,13:55,15.84,8/24/18,16:33,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/24/18,14:24,2,8/24/18,13:56,23.01,8/24/18,16:33,24.09,8/25/18,16:24,27.1,9/2/18,50.24,9/9/18,193.47,,,,1,9/28/18,1410.79,,,,,,,,,9/18/18,627.84,9/25/18,1311.28,,,10/8/18,4568.16,,,,,,,,,,,,,,,,1,,
377,shock,np,25,10,43,,r2d2,8/17/18,8/25/18,8/14/18,rm,,,,8/24/18,13:56,21.63,8/24/18,16:33,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,shock,p,25,10,43,,r2d2,8/17/18,9/11/18,8/14/18,rm,8/24/18,14:27,1,8/24/18,13:57,27.68,8/24/18,16:33,30.1,8/25/18,16:25,44.57,8/30/18,158.6,9/3/18,601.89,1,9/8/18,2006.27,,,,9/27/18,11666.43,,,,,,,9/18/18,13065.39,9/25/18,13729.03,,,,,,,,,,,,,,,,,,0,0,1,"dorsal clearing on 9/26/18, but no food disturbance. leaving another day. died as larval pupal intermediate",
379,control,np,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,,,,8/24/18,14:02,22.32,8/24/18,16:33,17.66,8/25/18,16:25,77.11,8/27/18,79.27,9/1/18,304.56,1,9/9/18,918.66,,,,9/18/18,5050.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
380,control,p,25,10,35,,wigglesworth,8/17/18,9/8/18,8/14/18,rm,8/24/18,14:15,1,8/24/18,14:03,25.55,8/24/18,16:33,26.23,8/25/18,16:25,46.52,8/31/18,64.13,9/6/18,271.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,shock,np,25,10,40,,wallace,8/17/18,9/20/18,8/14/18,rm,,,,8/24/18,14:03,33.93,8/24/18,16:33,34.39,8/25/18,16:25,92.02,8/30/18,90.42,9/8/18,289.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
382,shock,p,25,10,40,,wallace,8/17/18,,8/14/18,rm,8/24/18,14:20,1,8/24/18,14:05,26.99,8/24/18,16:33,28.32,8/25/18,16:25,65.98,8/29/18,111.29,9/4/18,348.92,1,9/11/18,1158.6,1,9/20/18,2902.89,,,,,,,,,9/18/18,3030.39,,,,,10/8/18,7421.53,9/27/18,6766.58,,,,,,,,,,,,,,1,,
383,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/24/18,14:07,30.01,8/24/18,16:33,33.96,8/25/18,16:25,89.12,8/29/18,212.5,9/2/18,879.43,,,,,,,9/8/18,6741.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/24/18,14:39,1,8/24/18,14:08,25.81,8/24/18,16:33,27.24,8/25/18,16:25,46.03,8/30/18,126.44,9/3/18,369.44,1,9/9/18,1379.69,,,,,,,,,,,,9/18/18,10543.06,9/23/18,14084.05,,,9/30/18,15167.66,,,,,,,,,,,,,,,,1,,
385,shock,np,25,10,43,,r2d2,8/17/18,8/25/18,8/14/18,rm,,,,8/24/18,14:09,24.87,8/24/18,16:33,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,shock,p,25,10,43,,r2d2,8/17/18,,8/14/18,rm,8/24/18,14:32,1,8/24/18,14:09,36.34,8/24/18,16:33,40.62,8/25/18,16:25,51.99,8/31/18,140.54,9/4/18,536.87,1,9/9/18,1602.69,,,,,,,,,,,,9/18/18,9933.37,9/23/18,11234.01,,,9/30/18,11240.06,,,,,,,,,,,,,,,,1,,
387,control,np,25,10,35,,wigglesworth,8/17/18,8/27/18,8/14/18,rm,,,,8/24/18,14:17,22.14,8/24/18,16:33,23.29,8/25/18,16:25,22.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,control,p,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,8/24/18,14:43,1,8/24/18,14:18,37.59,8/24/18,16:33,37.25,8/25/18,16:25,92.29,8/29/18,116.02,9/3/18,484.32,,,,,,,,,,,,,,,,,,,,,,,,,9/11/18,1021.46,,3,3,,,,,,,,,1,"wasp in florence, not caterpillar",
389,shock,np,25,10,40,,wallace,8/17/18,,8/14/18,rm,,,,8/24/18,14:19,29.8,8/24/18,16:33,32.26,8/25/18,16:25,132.68,8/28/18,170.38,9/2/18,1298.3,,,,,,,9/7/18,7117.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/24/18,14:19,31.5,8/24/18,16:33,35.19,8/25/18,16:25,88.8,8/29/18,195.55,9/2/18,1012.96,,,,,,,9/8/18,5909.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/24/18,14:38,2,8/24/18,14:20,37.24,8/24/18,16:33,38.31,8/25/18,16:25,55.66,9/1/18,148.37,9/5/18,608.23,,,,,,,,,,,9/19/18,10846.71,9/26/18,11409.59,,,,,,,10/3/18,10062.26,,,,,,,,,,,,,,,,1,,
392,shock,np,25,10,43,,r2d2,8/17/18,8/27/18,8/14/18,rm,,,,8/24/18,14:21,23.2,8/24/18,16:33,24.71,8/25/18,16:25,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,shock,p,25,10,43,,r2d2,8/17/18,9/3/18,8/14/18,rm,8/24/18,14:31,2,8/24/18,14:22,37.01,8/24/18,16:33,40.84,8/25/18,16:25,52.52,9/2/18,64.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,control,p,25,10,35,,wigglesworth,8/17/18,8/29/18,8/14/18,rm,8/24/18,14:41,1,8/24/18,14:23,27.38,8/24/18,16:33,27.75,8/25/18,16:25,63.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,shock,p,25,10,42,,marvin,8/17/18,8/27/18,8/14/18,rm,8/24/18,14:35,1,8/24/18,14:23,27.42,8/24/18,16:33,27.79,8/25/18,16:25,33.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/24/18,14:28,29.45,8/24/18,16:33,30.83,8/25/18,16:25,49.3,8/30/18,113.74,9/4/18,856.14,,,,,,,9/10/18,6884.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,shock,p,25,10,42,,marvin,8/18/18,9/12/18,8/14/18,rm,8/24/18,14:33,1,8/24/18,14:29,33.75,8/24/18,16:33,33.49,8/25/18,16:25,51.58,8/31/18,85.97,9/9/18,280.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,shock,np,25,10,42,,marvin,8/17/18,9/6/18,8/14/18,rm,,,,8/25/18,10:53,19.72,8/25/18,14:35,22.49,8/26/18,13:32,31.59,8/30/18,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,shock,p,25,10,42,,marvin,8/17/18,8/26/18,8/14/18,rm,8/25/18,12:05,1,8/25/18,10:54,45.91,8/25/18,14:35,56.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,shock,np,25,10,42,,marvin,8/17/18,8/26/18,8/14/18,rm,,,,8/25/18,10:56,14.43,8/25/18,14:35,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,shock,p,25,10,42,,marvin,8/17/18,8/26/18,8/14/18,rm,8/25/18,12:07,1,8/25/18,10:57,31.11,8/25/18,14:35,34.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,shock,np,25,10,42,,marvin,8/17/18,9/19/18,8/14/18,rm,,,,8/25/18,10:57,18.73,8/25/18,14:35,21.61,8/26/18,13:32,44.26,8/31/18,56.72,9/5/18,230.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
403,shock,p,25,10,42,,marvin,8/17/18,8/29/18,8/14/18,rm,8/25/18,12:08,2,8/25/18,10:58,40.49,8/25/18,14:35,42.89,8/26/18,13:32,43.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/25/18,10:59,22.26,8/25/18,14:35,27.53,8/26/18,13:32,72.18,8/30/18,274.97,9/3/18,1393.32,,,,,,,9/8/18,6820.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/25/18,12:10,1,8/25/18,11:00,31.24,8/25/18,14:35,35.43,8/26/18,13:32,48.6,8/31/18,135.38,9/4/18,486.57,1,9/9/18,1679.69,,,,,,,,,,,,9/18/18,8029.08,9/23/18,7689.74,,,9/30/18,8176.75,,,,,,,,,,,,,,,,1,,
406,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/25/18,11:01,44.32,8/25/18,14:35,54.78,8/26/18,13:32,115.98,8/30/18,276.55,9/3/18,1217.91,,,,,,,9/9/18,7380.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,shock,p,25,10,42,,marvin,8/17/18,8/26/18,8/14/18,rm,8/25/18,12:15,1,8/25/18,11:02,19.28,8/25/18,14:35,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/25/18,11:03,50.62,8/25/18,14:35,56.61,8/26/18,13:32,92.25,8/31/18,92.35,9/5/18,281.91,1,9/10/18,1111.73,,,,9/18/18,4427.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
409,shock,p,25,10,42,,marvin,8/17/18,8/26/18,8/14/18,rm,8/25/18,12:17,1,8/25/18,11:04,18.62,8/25/18,14:35,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,shock,np,25,10,42,,marvin,8/17/18,9/9/18,8/14/18,rm,,,,8/25/18,11:04,21.25,8/25/18,14:35,22.15,8/26/18,13:32,45.93,8/30/18,81.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/25/18,12:19,1,8/25/18,11:05,29.39,8/25/18,14:35,31.96,8/26/18,13:32,51.82,8/31/18,169.71,9/5/18,720.48,,,,,,,9/11/18,3850.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,male,
412,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/25/18,11:06,21.94,8/25/18,14:35,23.32,8/26/18,13:32,53.98,8/30/18,165.74,9/4/18,1008.1,,,,,,,9/9/18,6590.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/25/18,12:20,1,8/25/18,11:07,30.15,8/25/18,14:35,36.47,8/26/18,13:32,58.43,8/31/18,181.97,9/4/18,606.98,,,,,,,9/23/18,5364.67,,,9/18/18,6031.49,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"did not successfully shed larval cuticle at pupal molt, but looks like it is fully pupa, not larval-pupal intermediate",
414,shock,np,25,10,42,,marvin,8/18/18,,8/14/18,rm,,,,8/25/18,11:11,33.29,8/25/18,14:35,40.07,8/26/18,13:32,74.52,8/30/18,274.41,9/3/18,1218.49,,,,,,,9/9/18,6572.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,shock,p,25,10,42,,marvin,8/18/18,,8/14/18,rm,8/25/18,12:21,1,8/25/18,11:12,41.59,8/25/18,14:35,46.59,8/26/18,13:32,66.42,8/31/18,188.2,9/4/18,703.98,1,9/9/18,1588.42,,,,,,,,,,,,9/18/18,8060.41,9/23/18,8828.38,,,9/30/18,9024.7,,,,,,,,,,,,,,,,1,,
416,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,,,,8/25/18,11:31,27.49,8/25/18,14:50,31.98,8/26/18,14:05,36.36,8/31/18,157.33,9/5/18,453.37,,,,,,,9/11/18,6636.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,shock,p,25,10,44,,wall-e,8/18/18,,8/14/18,rm,8/25/18,12:24,1,8/25/18,11:31,37.06,8/25/18,14:50,42.03,8/26/18,14:05,47.98,9/1/18,380.68,9/5/18,1332.67,,,,,,,9/11/18,5987.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Was supposed to be parasitized. female,
418,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,,,,8/25/18,11:32,39.31,8/25/18,14:50,46.03,8/26/18,14:05,64.59,8/30/18,224.84,9/3/18,755.24,,,,,,,9/9/18,5264.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,shock,p,25,10,44,,wall-e,8/18/18,8/26/18,8/14/18,rm,8/25/18,12:25,1,8/25/18,11:35,41.86,8/25/18,14:50,49.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,shock,np,25,10,44,,wall-e,8/18/18,8/26/18,8/14/18,rm,,,,8/25/18,11:35,26.65,8/25/18,14:50,33.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,shock,p,25,10,44,,wall-e,8/18/18,8/26/18,8/14/18,rm,8/25/18,12:26,1,8/25/18,11:36,39.78,8/25/18,14:50,44.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,shock,np,25,10,44,,wall-e,8/18/18,8/26/18,8/14/18,rm,,,,8/25/18,11:36,19.86,8/25/18,14:50,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,shock,p,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,8/25/18,12:28,1,8/25/18,11:37,27.54,8/25/18,14:50,31.44,8/26/18,14:05,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,shock,p,25,10,44,,wall-e,8/18/18,9/2/18,8/14/18,rm,8/25/18,12:30,1,8/25/18,11:38,38.12,8/25/18,14:50,39.63,8/26/18,14:05,52.88,8/31/18,113.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,8/25/18,12:30,1,8/25/18,11:38,31.59,8/25/18,14:50,36.03,8/26/18,14:05,59.99,8/30/18,243.86,9/3/18,1043.82,,,,,,,12/16/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,shock,np,25,10,44,,wall-e,8/19/18,9/26/18,8/14/18,rm,,,,8/25/18,11:49,45.83,8/25/18,14:50,52.79,8/26/18,14:05,71.47,8/31/18,253.53,9/5/18,934.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
428,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:31,2,8/25/18,11:50,33.03,8/25/18,14:50,36.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,shock,np,25,10,44,,wall-e,8/19/18,8/27/18,8/14/18,rm,,,,8/25/18,11:50,26.32,8/25/18,14:50,30,8/26/18,14:05,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:32,1,8/25/18,11:52,39.4,8/25/18,14:50,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,shock,np,25,10,44,,wall-e,8/19/18,9/1/18,8/14/18,rm,,,,8/25/18,11:53,80.68,8/25/18,14:50,95.08,8/26/18,14:05,89.96,8/31/18,95.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"did not shed over thoracic legs at molt to 4th, could not remove",
